Product ID,Active (0/1),Name *,Categories (x;y;z...),Price tax excluded or Price tax included,Tax rules ID,Wholesale price,On sale (0/1),Discount amount,Discount percent,Discount from (yyyy-mm-dd),Discount to (yyyy-mm-dd),Reference #,Supplier reference #,Supplier,Manufacturer,EAN13,UPC,Ecotax,Width,Height,Depth,Weight,Quantity,Minimal quantity,Visibility,Additional shipping cost,Unity,Unit price,Short description,Description,Tags (x;y;z...),Meta title,Meta keywords,Meta description,URL rewritten,Text when in stock,Text when backorder allowed,Available for order (0 = No; 1 = Yes),Product available date,Product creation date,Show price (0 = No; 1 = Yes),Image URLs (x;y;z...),Delete existing images (0 = No; 1 = Yes),Feature(Name:Value:Position),Available online only (0 = No; 1 = Yes),Condition,Customizable (0 = No; 1 = Yes),Uploadable files (0 = No; 1 = Yes),Text fields (0 = No; 1 = Yes),Out of stock,ID / Name of shop,Advanced stock management,Depends On Stock,Warehouse
WLT-101,1,"Royal 100% Original Leather Wallet for Men, Navy Blue Genuine Leather Wallet",Leather Wallets,excluded,56,,0,,,,,WLT-101,WLT-101,Diorama International,Diorama International,,,,11,1.5,8,250,250,1,both,,,499,"<p>Royal 100% Original Leather Wallet for Men, Navy Blue Genuine Leather Wallet</p>","<p>Genuine Leather :-With the best in quality craftmanship, the Leather Wallet is made of 100% genuine and Original Leather which is both comfortable and premium. The Leather Wallet will comfortably shape itself as per your pocket and stays with its royal look.</p>","Leather Wallet, Wallet for Men, Purse",Meta title-handmade leather Wallet For Men,"Meta keywords- Leather Wallet, Wallet for Men, Purse",Meta description-handmade leather Wallet For Men,,In Stock,Current supply. Ordering available,1,,,1,https://supplier-prod-temp-files.s3.ap-southeast-1.amazonaws.com/products-upload/1655392391072/WLT-101.jpg,1,,0,new,0,0,0,0,0,0,0,0
WLT-102,1,"Genuine Leather Wallet for Men, 3 Slides Black Genuine Leather Wallet",Leather Wallets,excluded,56,,0,,,,,WLT-102,WLT-102,Diorama International,Diorama International,,,,10,1.5,11,250,250,1,both,,,499,"<p>Royal 100% Original Leather Wallet for Men, Navy Blue Genuine Leather Wallet</p>","<p>Genuine Leather :-With the best in quality craftmanship, the Leather Wallet is made of 100% genuine and Original Leather which is both comfortable and premium. The Leather Wallet will comfortably shape itself as per your pocket and stays with its royal look.</p>","Leather Wallet, Wallet for Men, Purse",Meta title-handmade leather Wallet For Men,"Meta keywords- Leather Wallet, Wallet for Men, Purse",Meta description-handmade leather Wallet For Men,,In Stock,Current supply. Ordering available,1,,,1,https://supplier-prod-temp-files.s3.ap-southeast-1.amazonaws.com/products-upload/1655400632576/WLT-102.jpg,1,,0,new,0,0,0,0,0,0,0,0
WLT-103,1,"100% Genuine Leather Wallet for Man, Formal Men's Bluish Genuine Leather Wallet",Leather Wallets,excluded,56,,0,,,,,WLT-103,WLT-103,Diorama International,Diorama International,,,,10,1.5,11,250,250,1,both,,,499,"<p>Royal 100% Original Leather Wallet for Men, Navy Blue Genuine Leather Wallet</p>","<p>Genuine Leather :-With the best in quality craftmanship, the Leather Wallet is made of 100% genuine and Original Leather which is both comfortable and premium. The Leather Wallet will comfortably shape itself as per your pocket and stays with its royal look.</p>","Leather Wallet, Wallet for Men, Purse",Meta title-handmade leather Wallet For Men,"Meta keywords- Leather Wallet, Wallet for Men, Purse",Meta description-handmade leather Wallet For Men,,In Stock,Current supply. Ordering available,1,,,1,https://supplier-prod-temp-files.s3.ap-southeast-1.amazonaws.com/products-upload/1655400632601/WLT-103.jpg,1,,0,new,0,0,0,0,0,0,0,0
WLT-104,1,Genuine 100% Original Leather Olive Greenish Best Quality Wallet for Men ,Leather Wallets,excluded,56,,0,,,,,WLT-104,WLT-104,Diorama International,Diorama International,,,,11,1.5,9,250,250,1,both,,,499,"<p>Royal 100% Original Leather Wallet for Men, Navy Blue Genuine Leather Wallet</p>","<p>Genuine Leather :-With the best in quality craftmanship, the Leather Wallet is made of 100% genuine and Original Leather which is both comfortable and premium. The Leather Wallet will comfortably shape itself as per your pocket and stays with its royal look.</p>","Leather Wallet, Wallet for Men, Purse",Meta title-handmade leather Wallet For Men,"Meta keywords- Leather Wallet, Wallet for Men, Purse",Meta description-handmade leather Wallet For Men,,In Stock,Current supply. Ordering available,1,,,1,https://supplier-prod-temp-files.s3.ap-southeast-1.amazonaws.com/products-upload/1655400632617/WLT-104.jpg,1,,0,new,0,0,0,0,0,0,0,0
WLT-105,1,"Original Genuine Leather Wallet for Men, 3 Slide Black Genuine Leather Wallet",Leather Wallets,excluded,56,,0,,,,,WLT-105,WLT-105,Diorama International,Diorama International,,,,11,1.5,9,250,250,1,both,,,499,"<p>Royal 100% Original Leather Wallet for Men, Navy Blue Genuine Leather Wallet</p>","<p>Genuine Leather :-With the best in quality craftmanship, the Leather Wallet is made of 100% genuine and Original Leather which is both comfortable and premium. The Leather Wallet will comfortably shape itself as per your pocket and stays with its royal look.</p>","Leather Wallet, Wallet for Men, Purse",Meta title-handmade leather Wallet For Men,"Meta keywords- Leather Wallet, Wallet for Men, Purse",Meta description-handmade leather Wallet For Men,,In Stock,Current supply. Ordering available,1,,,1,https://supplier-prod-temp-files.s3.ap-southeast-1.amazonaws.com/products-upload/1655400632634/WLT-105.jpg,1,,0,new,0,0,0,0,0,0,0,0
DUPT601-MS GRN,1,Shawls and Wraps Party Scarf For Women Solid Chiffon Microsoft Green Long Girls Fashion Scarves ,Duppata,excluded,56,,0,,,,,DUPT601-MS GRN,DUPT601-MS GRN,Wild Hazel,Wild Hazel,,,,90,1,40,120,250,1,both,,,399,<p>This Eye Catching Forest Green Scarf perfect for a wedding party or casual.</p>,"<p><strong>How to wear a Scarf– Some favourite ways to tie scarves :</strong><br />Tying a scarf around the neck as you go out, whatever outfit you wear, has become the norm for many of us. A scarf is the ultimate accessory to top your ensemble. It is expected to catapult your ordinary outfit straight into the stratosphere of high fashion. It could too, if the scarf style is right <p><strong>Scarf wearing style 1:</strong><br />This is a classic knot style of tying the scarf. To make this knot you fold the scarf by half, keep it around the neck and take both the ends through inside the folded edge. This forms a single knot around the neck..<p><strong>Scarf wearing style 2-Infinity wrap style:</strong><br />Arrange the knot so that it is at the back of the neck. Your easy infinity scarf is ready.This is the easiest way to tie a scarf around the neck. You have to wrap the scarf so that the ends are towards the back, first. Then cross the ends at the back of the neck and bring the ends to the front of the body.<p><strong>Specility:</strong><br />Trendy Multi-Color Shawl/Wrap/Duptta/Fashion Scarve can be styled over the shoulder with any type of Dress, Blouse, Sweater, Sleeves, Jacket, Blazer or Shirt for a charming modern look. Popular for both adults, women, and teen girls. Multi-purpose accessories!","Dupatta, Scarves, Pom Pom, ",Meta title-Dupatta Scarves for Women Ethnic,"Meta keywords- Dupatta, Scarves, Pom Pom",Meta description-Dupatta Scaves For Women Ethnic,,In Stock,Current supply. Ordering available,1,,,1,https://supplier-prod-temp-files.s3.ap-southeast-1.amazonaws.com/products-upload/1628132603635/DUPT601.jpg,1,,0,new,0,0,0,0,0,0,0,0
DUPT602-FST GRN,1,Head Wrap Novelty Scarves For Women Solid Chiffon Forest Green Long Girls Duptta ,Duppata,excluded,56,,0,,,,,DUPT602-FST GRN,DUPT602-FST GRN,Wild Hazel,Wild Hazel,,,,90,1,40,120,250,1,both,,,399,<p>This Eye Catching Forest Green Scarf perfect for a wedding party or casual.</p>,"<p><strong>How to wear a Scarf– Some favourite ways to tie scarves :</strong><br />Tying a scarf around the neck as you go out, whatever outfit you wear, has become the norm for many of us. A scarf is the ultimate accessory to top your ensemble. It is expected to catapult your ordinary outfit straight into the stratosphere of high fashion. It could too, if the scarf style is right <p><strong>Scarf wearing style 1:</strong><br />This is a classic knot style of tying the scarf. To make this knot you fold the scarf by half, keep it around the neck and take both the ends through inside the folded edge. This forms a single knot around the neck..<p><strong>Scarf wearing style 2-Infinity wrap style:</strong><br />Arrange the knot so that it is at the back of the neck. Your easy infinity scarf is ready.This is the easiest way to tie a scarf around the neck. You have to wrap the scarf so that the ends are towards the back, first. Then cross the ends at the back of the neck and bring the ends to the front of the body.<p><strong>Specility:</strong><br />Trendy Multi-Color Shawl/Wrap/Duptta/Fashion Scarve can be styled over the shoulder with any type of Dress, Blouse, Sweater, Sleeves, Jacket, Blazer or Shirt for a charming modern look. Popular for both adults, women, and teen girls. Multi-purpose accessories!","Dupatta, Scarves, Pom Pom, ",Meta title-Dupatta Scarves for Women Ethnic,"Meta keywords- Dupatta, Scarves, Pom Pom",Meta description-Dupatta Scaves For Women Ethnic,,In Stock,Current supply. Ordering available,1,,,1,https://supplier-prod-temp-files.s3.ap-southeast-1.amazonaws.com/products-upload/1628132603651/DUPT602.jpg,1,,0,new,0,0,0,0,0,0,0,0
DUPT603-GRN,1,Shawls and Wraps Party Scarf For Women Solid Chiffon Green Long Girls Fashion Scarves ,Duppata,excluded,56,,0,,,,,DUPT603-GRN,DUPT603-GRN,Wild Hazel,Wild Hazel,,,,90,1,40,120,250,1,both,,,399,<p>This Eye Catching Forest Green Scarf perfect for a wedding party or casual.</p>,"<p><strong>How to wear a Scarf– Some favourite ways to tie scarves :</strong><br />Tying a scarf around the neck as you go out, whatever outfit you wear, has become the norm for many of us. A scarf is the ultimate accessory to top your ensemble. It is expected to catapult your ordinary outfit straight into the stratosphere of high fashion. It could too, if the scarf style is right <p><strong>Scarf wearing style 1:</strong><br />This is a classic knot style of tying the scarf. To make this knot you fold the scarf by half, keep it around the neck and take both the ends through inside the folded edge. This forms a single knot around the neck..<p><strong>Scarf wearing style 2-Infinity wrap style:</strong><br />Arrange the knot so that it is at the back of the neck. Your easy infinity scarf is ready.This is the easiest way to tie a scarf around the neck. You have to wrap the scarf so that the ends are towards the back, first. Then cross the ends at the back of the neck and bring the ends to the front of the body.<p><strong>Specility:</strong><br />Trendy Multi-Color Shawl/Wrap/Duptta/Fashion Scarve can be styled over the shoulder with any type of Dress, Blouse, Sweater, Sleeves, Jacket, Blazer or Shirt for a charming modern look. Popular for both adults, women, and teen girls. Multi-purpose accessories!","Dupatta, Scarves, Pom Pom, ",Meta title-Dupatta Scarves for Women Ethnic,"Meta keywords- Dupatta, Scarves, Pom Pom",Meta description-Dupatta Scaves For Women Ethnic,,In Stock,Current supply. Ordering available,1,,,1,https://supplier-prod-temp-files.s3.ap-southeast-1.amazonaws.com/products-upload/1628132603660/DUPT603.jpg,1,,0,new,0,0,0,0,0,0,0,0
DUPT604-INDIGO,1,Head Wrap Novelty Scarves For Women Solid Chiffon Indigo Long Girls Wedding Shawl ,Duppata,excluded,56,,0,,,,,DUPT604-INDIGO,DUPT604-INDIGO,Wild Hazel,Wild Hazel,,,,90,1,40,120,250,1,both,,,399,<p>This Eye Catching Forest Green Scarf perfect for a wedding party or casual.</p>,"<p><strong>How to wear a Scarf– Some favourite ways to tie scarves :</strong><br />Tying a scarf around the neck as you go out, whatever outfit you wear, has become the norm for many of us. A scarf is the ultimate accessory to top your ensemble. It is expected to catapult your ordinary outfit straight into the stratosphere of high fashion. It could too, if the scarf style is right <p><strong>Scarf wearing style 1:</strong><br />This is a classic knot style of tying the scarf. To make this knot you fold the scarf by half, keep it around the neck and take both the ends through inside the folded edge. This forms a single knot around the neck..<p><strong>Scarf wearing style 2-Infinity wrap style:</strong><br />Arrange the knot so that it is at the back of the neck. Your easy infinity scarf is ready.This is the easiest way to tie a scarf around the neck. You have to wrap the scarf so that the ends are towards the back, first. Then cross the ends at the back of the neck and bring the ends to the front of the body.<p><strong>Specility:</strong><br />Trendy Multi-Color Shawl/Wrap/Duptta/Fashion Scarve can be styled over the shoulder with any type of Dress, Blouse, Sweater, Sleeves, Jacket, Blazer or Shirt for a charming modern look. Popular for both adults, women, and teen girls. Multi-purpose accessories!","Dupatta, Scarves, Pom Pom, ",Meta title-Dupatta Scarves for Women Ethnic,"Meta keywords- Dupatta, Scarves, Pom Pom",Meta description-Dupatta Scaves For Women Ethnic,,In Stock,Current supply. Ordering available,1,,,1,https://supplier-prod-temp-files.s3.ap-southeast-1.amazonaws.com/products-upload/1628132603665/DUPT604.jpg,1,,0,new,0,0,0,0,0,0,0,0
DUPT605-C-BLU,1,Shawls and Wraps Party Scarf For Women Solid Chiffon Caribbean Blue Long Girls Fashion Scarves ,Duppata,excluded,56,,0,,,,,DUPT605-C-BLU,DUPT605-C-BLU,Wild Hazel,Wild Hazel,,,,90,1,40,120,250,1,both,,,399,<p>This Eye Catching Forest Green Scarf perfect for a wedding party or casual.</p>,"<p><strong>How to wear a Scarf– Some favourite ways to tie scarves :</strong><br />Tying a scarf around the neck as you go out, whatever outfit you wear, has become the norm for many of us. A scarf is the ultimate accessory to top your ensemble. It is expected to catapult your ordinary outfit straight into the stratosphere of high fashion. It could too, if the scarf style is right <p><strong>Scarf wearing style 1:</strong><br />This is a classic knot style of tying the scarf. To make this knot you fold the scarf by half, keep it around the neck and take both the ends through inside the folded edge. This forms a single knot around the neck..<p><strong>Scarf wearing style 2-Infinity wrap style:</strong><br />Arrange the knot so that it is at the back of the neck. Your easy infinity scarf is ready.This is the easiest way to tie a scarf around the neck. You have to wrap the scarf so that the ends are towards the back, first. Then cross the ends at the back of the neck and bring the ends to the front of the body.<p><strong>Specility:</strong><br />Trendy Multi-Color Shawl/Wrap/Duptta/Fashion Scarve can be styled over the shoulder with any type of Dress, Blouse, Sweater, Sleeves, Jacket, Blazer or Shirt for a charming modern look. Popular for both adults, women, and teen girls. Multi-purpose accessories!","Dupatta, Scarves, Pom Pom, ",Meta title-Dupatta Scarves for Women Ethnic,"Meta keywords- Dupatta, Scarves, Pom Pom",Meta description-Dupatta Scaves For Women Ethnic,,In Stock,Current supply. Ordering available,1,,,1,https://supplier-prod-temp-files.s3.ap-southeast-1.amazonaws.com/products-upload/1628132603670/DUPT605.jpg,1,,0,new,0,0,0,0,0,0,0,0
RIBBON101-6x4x1.5,1,"Corrugated Packaging Box Durable 3 Ply Primo Tab Lock Foldable, Recyclable & Multi Uses-Brown 6x4x1.5"" Pack of 25",Box,excluded,56,,0,,,,,RIBBON101-6x4x1.5,RIBBON101-6x4x1.5,Ribbon Ltd.,Ribbon Ltd.,,,,3,3,1,200,250,1,both,,,395,<p>Corrugated Packaging Box.</p>,"<p>These corrugated packaging boxes are made of strong corrugated craft paper. The materials used are eco friendly and safe. They are the best choice for transporting/courier objects. The corrugated box can be folded easily, there are folding marks on the corrugated box.It is easy to assemble without using adhesive tape, glue or staples. Our shipping box is suitable for holding all kinds of small gifts, trinkets, jewelry, plates, chopsticks, candy, chocolate, It can meet your needs.You can use it multi times.Thank You, Happy Shopping!</p>","Corrugated packaging box, recyclable","Meta title-Corrugated packaging box, recyclable","Meta keywords- Corrugated packaging box, recyclable",,,,,1,,,1,https://i.postimg.cc/hPJc1XWz/CORU-FLY-BOX101.jpg,1,,0,new,0,0,0,0,0,0,0,0
RIBBON101-7x4x1.5,1,"Corrugated Packaging Box Durable 3 Ply Primo Tab Lock Foldable & Multi Uses-Brown 7x4x1.5"" Pack of 25",Box,excluded,56,,0,,,,,RIBBON101-7x4x1.5,RIBBON101-7x4x1.5,Ribbon Ltd.,Ribbon Ltd.,,,,7,4,1.5,200,250,1,both,,,399,<p>Corrugated Packaging Box.</p>,"<p>These corrugated packaging boxes are made of strong corrugated craft paper. The materials used are eco friendly and safe. They are the best choice for transporting/courier objects. The corrugated box can be folded easily, there are folding marks on the corrugated box.It is easy to assemble without using adhesive tape, glue or staples. Our shipping box is suitable for holding all kinds of small gifts, trinkets, jewelry, plates, chopsticks, candy, chocolate, It can meet your needs.You can use it multi times.Thank You, Happy Shopping!</p>","Corrugated packaging box, recyclable","Meta title-Corrugated packaging box, recyclable","Meta keywords- Corrugated packaging box, recyclable",,,,,1,,,1,https://i.postimg.cc/hPJc1XWz/CORU-FLY-BOX101.jpg,1,,0,new,0,0,0,0,0,0,0,0
RIBBON101-8x5.5x2.5,1,"Corrugated Packaging Box Durable 3 Ply Primo Tab Lock Foldable & Multi Uses-Brown 8x5.5x2.5"" Pack of 25",Box,excluded,56,,0,,,,,RIBBON101-8x5.5x2.5,RIBBON101-8x5.5x2.5,Ribbon Ltd.,Ribbon Ltd.,,,,8,5.5,2.5,200,250,1,both,,,395,<p>Corrugated Packaging Box.</p>,"<p>These corrugated packaging boxes are made of strong corrugated craft paper. The materials used are eco friendly and safe. They are the best choice for transporting/courier objects. The corrugated box can be folded easily, there are folding marks on the corrugated box.It is easy to assemble without using adhesive tape, glue or staples. Our shipping box is suitable for holding all kinds of small gifts, trinkets, jewelry, plates, chopsticks, candy, chocolate, It can meet your needs.You can use it multi times.Thank You, Happy Shopping!</p>","Corrugated packaging box, recyclable","Meta title-Corrugated packaging box, recyclable","Meta keywords- Corrugated packaging box, recyclable",,,,,1,,,1,https://i.postimg.cc/hPJc1XWz/CORU-FLY-BOX101.jpg,1,,0,new,0,0,0,0,0,0,0,0
RIBBON101-12x9x2.5,1,"Corrugated Packaging Box Durable 3 Ply Primo Tab Lock Foldable & Multi Uses-Brown 12x9x2.5"" Pack of 25",Box,excluded,56,,0,,,,,RIBBON101-12x9x2.5,RIBBON101-12x9x2.5,Ribbon Ltd.,Ribbon Ltd.,,,,12,9,2.5,200,250,1,both,,,1399,<p>Corrugated Packaging Box.</p>,"<p>These corrugated packaging boxes are made of strong corrugated craft paper. The materials used are eco friendly and safe. They are the best choice for transporting/courier objects. The corrugated box can be folded easily, there are folding marks on the corrugated box.It is easy to assemble without using adhesive tape, glue or staples. Our shipping box is suitable for holding all kinds of small gifts, trinkets, jewelry, plates, chopsticks, candy, chocolate, It can meet your needs.You can use it multi times.Thank You, Happy Shopping!</p>","Corrugated packaging box, recyclable","Meta title-Corrugated packaging box, recyclable","Meta keywords- Corrugated packaging box, recyclable",,,,,1,,,1,https://i.postimg.cc/hPJc1XWz/CORU-FLY-BOX101.jpg,1,,0,new,0,0,0,0,0,0,0,0
RIBBON101-8x8x1.5,1,"Corrugated Packaging Box Durable 3 Ply Primo Tab Lock Pizza Box Foldable & Multi Uses-Brown 8x8x1.5"" Pack of 25",Box,excluded,56,,0,,,,,RIBBON101-8x8x1.5,RIBBON101-8x8x1.5,Ribbon Ltd.,Ribbon Ltd.,,,,8,8,1.5,200,250,1,both,,,699,<p>Corrugated Packaging Box.</p>,"<p>These corrugated packaging boxes are made of strong corrugated craft paper. The materials used are eco friendly and safe. They are the best choice for transporting/courier objects. The corrugated box can be folded easily, there are folding marks on the corrugated box.It is easy to assemble without using adhesive tape, glue or staples. Our shipping box is suitable for holding all kinds of small gifts, trinkets, jewelry, plates, chopsticks, candy, chocolate, It can meet your needs.You can use it multi times.Thank You, Happy Shopping!</p>","Corrugated packaging box, recyclable","Meta title-Corrugated packaging box, recyclable","Meta keywords- Corrugated packaging box, recyclable",,,,,1,,,1,https://i.postimg.cc/hPJc1XWz/CORU-FLY-BOX101.jpg,1,,0,new,0,0,0,0,0,0,0,0
US-DP-ENVL-101-20,1,Handmade Paper Envelope,Envelope,excluded,56,,0,,,,,US-DP-ENVL-101-20,US-DP-ENVL-101-20,Manglam International,Manglam International,,,,7,3,0.02,180,140,1,both,,,225,<p>Made by 100% Recycled HANDMADE COTTON PAPER with traditional methods of history</p>,"<p>Our Handmade Gift Envelopes/Greeting Cards are made of 100% recycled, acid-free cotton paper, and the material used will give you a look at a fabric-made envelope that is not easily Tearable. The Pattern on the envelopes will never fade away. The vintage crispiness and feeling of completely handmade can never be compared with the factory-made envelope. When We add the word ""handmade"" it's not just a word. It's the feeling of old artisan collecting every material, and making the products with their family y their bare hands. The emotion can never be seen in a factory. The patterns may sometimes be a little different from what is shown in the picture as the artisans make it by hand but one thing you don't need to worry about is the quality of the papers being compromised. We are a very old and trusted manufacturer and seller of handmade papers with a reliable team of artisans which have proved themselves from time to time. You can do Calligraphy, letterpress,watercolor, or any other DIY project. For enhancing the beauty and emotions behind envelopes, We provide the buyers with 3x5"" completely handmade deckle edge sheets for every envelope, on which you can hand-write to be unique in a group of people with the vintage touch to your note. Or you can tear them to make them short, fold them, smash them to give an old vintage classic paper as per your preference. The uniqueness of being with the vintage and completely handmade colorfully or beautifully printed envelope with a note inside or stuck to it made out of Ivory colored handmade deckled edge sheet with your own handwritten words for your friends, families or anyone which can not be compared with a machine-made envelope with machine printed words. What can be a more creative way for wrapping your gift? All Occasion Cards: Ideal for all occasions, such as Wedding, Anniversary, Diwali, New Year Greetings, Valentines Day, Fathers Day, Mothers Day, Eid Mubark and let someone know you are thinking of them. THANK YOU!</p>",,,,,,,,1,,,1,https://i.postimg.cc/gJr0W9Q3/ENVL-101.jpg,1,,0,new,0,0,0,0,0,0,0,0
US-DP-ENVL-102-20,1,Handmade Paper Envelope,Envelope,excluded,56,,0,,,,,US-DP-ENVL-102-20,US-DP-ENVL-102-20,Manglam International,Manglam International,,,,7,3,0.02,180,140,1,both,,,199,<p>Made by 100% Recycled HANDMADE COTTON PAPER with traditional methods of history</p>,"<p>Our Handmade Gift Envelopes/Greeting Cards are made of 100% recycled, acid-free cotton paper, and the material used will give you a look at a fabric-made envelope that is not easily Tearable. The Pattern on the envelopes will never fade away. The vintage crispiness and feeling of completely handmade can never be compared with the factory-made envelope. When We add the word ""handmade"" it's not just a word. It's the feeling of old artisan collecting every material, and making the products with their family y their bare hands. The emotion can never be seen in a factory. The patterns may sometimes be a little different from what is shown in the picture as the artisans make it by hand but one thing you don't need to worry about is the quality of the papers being compromised. We are a very old and trusted manufacturer and seller of handmade papers with a reliable team of artisans which have proved themselves from time to time. You can do Calligraphy, letterpress,watercolor, or any other DIY project. For enhancing the beauty and emotions behind envelopes, We provide the buyers with 3x5"" completely handmade deckle edge sheets for every envelope, on which you can hand-write to be unique in a group of people with the vintage touch to your note. Or you can tear them to make them short, fold them, smash them to give an old vintage classic paper as per your preference. The uniqueness of being with the vintage and completely handmade colorfully or beautifully printed envelope with a note inside or stuck to it made out of Ivory colored handmade deckled edge sheet with your own handwritten words for your friends, families or anyone which can not be compared with a machine-made envelope with machine printed words. What can be a more creative way for wrapping your gift? All Occasion Cards: Ideal for all occasions, such as Wedding, Anniversary, Diwali, New Year Greetings, Valentines Day, Fathers Day, Mothers Day, Eid Mubark and let someone know you are thinking of them. THANK YOU!</p>",,,,,,,,1,,,1,https://i.postimg.cc/NMwtj5N8/ENVL-102.jpg,1,,0,new,0,0,0,0,0,0,0,0
US-DP-ENVL-103-20,1,Handmade Paper Envelope,Envelope,excluded,56,,0,,,,,US-DP-ENVL-103-20,US-DP-ENVL-103-20,Manglam International,Manglam International,,,,7,3,0.02,180,140,1,both,,,249,<p>Made by 100% Recycled HANDMADE COTTON PAPER with traditional methods of history</p>,"<p>Our Handmade Gift Envelopes/Greeting Cards are made of 100% recycled, acid-free cotton paper, and the material used will give you a look at a fabric-made envelope that is not easily Tearable. The Pattern on the envelopes will never fade away. The vintage crispiness and feeling of completely handmade can never be compared with the factory-made envelope. When We add the word ""handmade"" it's not just a word. It's the feeling of old artisan collecting every material, and making the products with their family y their bare hands. The emotion can never be seen in a factory. The patterns may sometimes be a little different from what is shown in the picture as the artisans make it by hand but one thing you don't need to worry about is the quality of the papers being compromised. We are a very old and trusted manufacturer and seller of handmade papers with a reliable team of artisans which have proved themselves from time to time. You can do Calligraphy, letterpress,watercolor, or any other DIY project. For enhancing the beauty and emotions behind envelopes, We provide the buyers with 3x5"" completely handmade deckle edge sheets for every envelope, on which you can hand-write to be unique in a group of people with the vintage touch to your note. Or you can tear them to make them short, fold them, smash them to give an old vintage classic paper as per your preference. The uniqueness of being with the vintage and completely handmade colorfully or beautifully printed envelope with a note inside or stuck to it made out of Ivory colored handmade deckled edge sheet with your own handwritten words for your friends, families or anyone which can not be compared with a machine-made envelope with machine printed words. What can be a more creative way for wrapping your gift? All Occasion Cards: Ideal for all occasions, such as Wedding, Anniversary, Diwali, New Year Greetings, Valentines Day, Fathers Day, Mothers Day, Eid Mubark and let someone know you are thinking of them. THANK YOU!</p>",,,,,,,,1,,,1,https://i.postimg.cc/pT1BBngz/ENVL-103.jpg,1,,0,new,0,0,0,0,0,0,0,0
US-DP-ENVL-104-20,1,Handmade Paper Envelope,Envelope,excluded,56,,0,,,,,US-DP-ENVL-104-20,US-DP-ENVL-104-20,Manglam International,Manglam International,,,,7,3,0.02,180,140,1,both,,,249,<p>Made by 100% Recycled HANDMADE COTTON PAPER with traditional methods of history</p>,"<p>Our Handmade Gift Envelopes/Greeting Cards are made of 100% recycled, acid-free cotton paper, and the material used will give you a look at a fabric-made envelope that is not easily Tearable. The Pattern on the envelopes will never fade away. The vintage crispiness and feeling of completely handmade can never be compared with the factory-made envelope. When We add the word ""handmade"" it's not just a word. It's the feeling of old artisan collecting every material, and making the products with their family y their bare hands. The emotion can never be seen in a factory. The patterns may sometimes be a little different from what is shown in the picture as the artisans make it by hand but one thing you don't need to worry about is the quality of the papers being compromised. We are a very old and trusted manufacturer and seller of handmade papers with a reliable team of artisans which have proved themselves from time to time. You can do Calligraphy, letterpress,watercolor, or any other DIY project. For enhancing the beauty and emotions behind envelopes, We provide the buyers with 3x5"" completely handmade deckle edge sheets for every envelope, on which you can hand-write to be unique in a group of people with the vintage touch to your note. Or you can tear them to make them short, fold them, smash them to give an old vintage classic paper as per your preference. The uniqueness of being with the vintage and completely handmade colorfully or beautifully printed envelope with a note inside or stuck to it made out of Ivory colored handmade deckled edge sheet with your own handwritten words for your friends, families or anyone which can not be compared with a machine-made envelope with machine printed words. What can be a more creative way for wrapping your gift? All Occasion Cards: Ideal for all occasions, such as Wedding, Anniversary, Diwali, New Year Greetings, Valentines Day, Fathers Day, Mothers Day, Eid Mubark and let someone know you are thinking of them. THANK YOU!</p>",,,,,,,,1,,,1,https://i.postimg.cc/DzpCxDGS/ENVL-104.jpg,1,,0,new,0,0,0,0,0,0,0,0
US-DP-ENVL-105-20,1,Handmade Paper Envelope,Envelope,excluded,56,,0,,,,,US-DP-ENVL-105-20,US-DP-ENVL-105-20,Manglam International,Manglam International,,,,7,3,0.02,180,140,1,both,,,249,<p>Made by 100% Recycled HANDMADE COTTON PAPER with traditional methods of history</p>,"<p>Our Handmade Gift Envelopes/Greeting Cards are made of 100% recycled, acid-free cotton paper, and the material used will give you a look at a fabric-made envelope that is not easily Tearable. The Pattern on the envelopes will never fade away. The vintage crispiness and feeling of completely handmade can never be compared with the factory-made envelope. When We add the word ""handmade"" it's not just a word. It's the feeling of old artisan collecting every material, and making the products with their family y their bare hands. The emotion can never be seen in a factory. The patterns may sometimes be a little different from what is shown in the picture as the artisans make it by hand but one thing you don't need to worry about is the quality of the papers being compromised. We are a very old and trusted manufacturer and seller of handmade papers with a reliable team of artisans which have proved themselves from time to time. You can do Calligraphy, letterpress,watercolor, or any other DIY project. For enhancing the beauty and emotions behind envelopes, We provide the buyers with 3x5"" completely handmade deckle edge sheets for every envelope, on which you can hand-write to be unique in a group of people with the vintage touch to your note. Or you can tear them to make them short, fold them, smash them to give an old vintage classic paper as per your preference. The uniqueness of being with the vintage and completely handmade colorfully or beautifully printed envelope with a note inside or stuck to it made out of Ivory colored handmade deckled edge sheet with your own handwritten words for your friends, families or anyone which can not be compared with a machine-made envelope with machine printed words. What can be a more creative way for wrapping your gift? All Occasion Cards: Ideal for all occasions, such as Wedding, Anniversary, Diwali, New Year Greetings, Valentines Day, Fathers Day, Mothers Day, Eid Mubark and let someone know you are thinking of them. THANK YOU!</p>",,,,,,,,1,,,1,https://i.postimg.cc/90Qg1h8w/ENVL-105.jpg,1,,0,new,0,0,0,0,0,0,0,0
